,PCA 1,PCA 2,PCA 3,PCA 4,PCA 5,PCA 6,PCA 7,PCA 8,PCA 9,PCA 10,PCA 11,PCA 12,PCA 13,PCA 14,PCA 15,PCA 16,PCA 17,PCA 18,PCA 19,PCA 20,Grupo
0,-0.03977831319665949,-0.016187334019569496,0.05164911839094658,-0.10351175825009089,-0.13124960970714403,0.12189458691584001,-0.042470537487926174,-0.03041822935587524,0.015802091446299238,-0.035370536388975526,0.023987282359189885,-0.024881916250310613,-0.035534089813004294,0.0926626624882705,-0.016417437283102642,-0.07001161235664038,0.018320421355986174,0.0015228986103898274,0.012407984010082586,0.1865714600712984,32
1,-0.0745552937603335,0.3126476980763389,-0.13841605830943693,-0.05677036244408143,0.034992582161099565,-0.08432106212228394,0.004847437719259411,0.06052857433289177,-0.06559299154647137,-0.018001784640151463,0.0283860099757528,0.04221173002305928,-0.001165296933163752,0.10312720846695841,-0.04902287544486297,0.0448073763181167,0.026584587171519576,0.007840407015593395,-0.10653895915075641,0.026786748932116206,41
2,-0.0800120489437953,0.011321870990000173,-0.13806159507636315,0.0043631863735974444,0.12709082703801808,0.01887067510266507,-0.03031000289762856,0.09889872383680638,0.06777264933780472,-0.03284416217253454,-0.0252740888704071,-0.08446968007282225,0.04811491847751547,-0.08577930528587771,-0.0824521841400368,-0.039258238193442395,-0.02380455847235626,-0.08553447813134928,-0.014295698949052114,0.002251971614529755,42
3,0.04835146381841355,0.034993201722160354,0.0927078905597399,-0.016446311837178876,0.02446563608480201,0.0055684273943893275,0.030237899641515575,0.10303921088711089,-0.09377931812990235,0.041525668729260126,-0.054392058887223295,-0.02744139359037927,-0.06441659685934682,-0.07924396478712693,-0.0026987935918835523,0.02033890626966,0.14254087438658106,-0.04952816470429371,-0.046376275630871204,-0.0776794238502539,12
4,0.04202498480461625,-0.018878015902836574,0.06621945058921094,0.023762061577387684,0.03965472080001041,0.012709309393687328,0.14545891775620784,0.04401485401049633,-0.09561647978378943,-0.1294036499417911,0.04291384163127601,-0.08040529407472724,0.014475930483472585,-0.08730561852591778,-0.10802943967151218,0.020634811584238584,-0.012499488507619522,-0.06799954896468842,0.08225500379694407,0.036670352687803984,30
5,-0.04615638673557693,-0.16582828398260446,-0.04513582907403293,0.19100317159875232,0.10144872902898355,0.11396679838663053,0.04996841908579707,-0.01954059347719831,0.015938594806887942,0.12242903978664836,0.07128999588127574,-0.07899430319029307,0.05522310890807923,0.1353619904149162,0.011170072133324493,-0.059215664532557104,0.05412046287793217,0.032998008008622445,-0.054472053175539256,-0.04571588250902929,50
6,-0.0933153285946378,-0.17533271712853016,-0.20359292913925178,-0.05477723007501052,-0.043049471800461175,0.057184786713126164,0.06477305617579864,-0.05059561432756792,-0.06606455975343446,0.05056174185215497,0.0009849454364420996,-0.0677125428370312,0.009176069306326065,0.11093136756266393,-0.05424953108430127,0.029430279827895544,-0.07159939883842685,0.019545738446789945,0.06721580148292576,0.0033973784054922365,51
7,-0.08252471482986681,-0.01132005321559346,-0.09380836319614096,-0.14858853494030194,0.1953110063243599,-0.056086795037235494,-0.10686535707466278,0.038516711896058875,0.019032448730501538,-0.042046267172512475,-0.06837885832150396,-0.03992233634399079,-0.010043201649290612,-0.02350639638981001,0.010771425155721895,-0.013415527674031405,-0.07653186967722994,0.002412449726721587,-0.017752866476506358,0.017414371742601065,48
8,-0.06649371987535783,0.320054198438528,-0.17173418276082766,-0.038665734556429854,0.02655543194090141,-0.06652809427092425,-0.015000780681087813,0.06871450283690349,-0.06201701314755401,-0.014170592353944026,0.02556124233675328,0.03948790107251265,-0.006340571009012786,0.10316464846401652,-0.04854879887297934,0.051663881007852436,0.04283967054647813,0.017874278595141693,-0.13778613527003597,0.022648023533226664,41
9,-0.02463172529769905,0.03888357654048533,0.09221095476392807,0.0484703271144249,-0.14668622234380593,-0.15059815764827567,-0.11782654745695889,0.027347645729396502,-0.026154573953052793,-0.08339787510020512,0.055443403888679334,0.05129995916609471,0.012179762257042231,-0.025933227610384087,0.01873053737103952,-0.03528703979527348,0.05470540852694744,-0.03538248294997396,0.023543069749367578,-0.002785319683608572,37
10,-0.018594686369357606,0.005573395432326741,0.03823221067034234,0.18826818545664784,0.07131541330117626,0.09455400169676671,-0.09197293692789309,-0.06726678498546929,0.024209127302279084,0.10172516755115768,0.06498099390838964,-0.025233192932446122,0.04348287909611629,0.05462720118551397,-0.04459098530087553,0.08041725198363187,0.01432654345389945,-0.0017023879662242656,0.026265597522496187,0.018066711258488553,5
11,-0.04709096309244185,-0.013726065316992324,-0.03755854083283679,0.106093373775679,-0.16906882325352734,-0.011580173997857783,0.07575863081951768,-0.07691318415184939,-0.016496917604154407,-0.05916366024054426,0.011449216017898873,-0.04859170772741389,0.0434361428335038,0.055616249664732026,-0.011031128112190411,0.000347437153552688,0.03194610429032691,-0.04192358325248059,0.024606261417918922,0.12323749934110774,29
12,-0.08561163395038068,-0.012060749407326807,-0.10102149459377596,-0.14194107375732182,0.19049393321043329,-0.04283620731025797,-0.10891409173793935,0.037298102880726616,0.021352711330652942,-0.04607861534588978,-0.07024200897148816,-0.043239354743883684,-0.01431663562491083,-0.025155764635424918,0.017600250700271165,-0.017252452127757677,-0.07615361686833082,0.003488409790713723,-0.023732963249025938,0.012977221735840958,48
13,0.06159162316057396,0.08654325897578823,0.23375575159476458,-0.14386274903670068,-0.052659830555036445,0.10915978862231768,0.03637005971492245,0.024612639685516607,0.05476273036391915,-0.013901894565389237,-0.025270568731607053,-0.0005359257235767332,-0.06581274432112526,0.028748824035457067,0.026502101127740773,-0.060972200996775784,0.03509497384543732,0.058335956824327385,0.058389233530010465,-0.008311676575244155,8
14,0.00013088039388210645,0.03120200248869941,-0.05422099153829337,-0.05207971090073589,0.03087213362635375,-0.11213645984820608,0.039197252096150284,-0.22696521879435239,-0.04430310772172858,0.009976668815288435,-0.15919564419928053,-0.09971669008680893,-0.11029725053637447,0.07275807592162592,0.0025239761068941114,0.031141945673364688,-0.06784698256818394,-0.035941866429392316,-0.029253347221119056,-0.010095058117630687,18
15,0.0198012473059624,-0.15598506553569705,0.051536164821070006,0.0013524743539680409,-0.06344613139932213,0.04563948869318247,0.04436144525377296,0.11250769695658527,-0.13430165015043716,0.0009127345534871046,-0.07483504029726225,-0.015399478300722648,0.08915975740901204,-0.07117557878298884,-0.13647058193844958,0.056411218474632915,-0.09046685587752343,-0.03245632554478231,-0.05904410086029794,-0.0687471384316112,30
16,0.02770932928605753,-0.09905030813903143,-0.04429738995348785,-0.05791047457380349,0.021221014953680783,-0.009796559000045212,0.12799034837148293,0.16223473046650957,0.2518810545464653,0.12125023356774654,-0.05765077945260778,-0.08861738504295012,-0.03852696180005166,0.029724474077371422,0.13547865422965052,0.10907815594795964,0.14674499506497954,0.00244535952247531,-0.14322557129603455,0.03239153802230503,21
17,-0.040377541853518044,-0.12880699251792654,-0.0246792541867127,0.010936992483961508,0.07355885703263822,0.04173388061895686,0.08496061572778821,-0.2097418767291351,0.15885386229848372,0.14509165018062392,0.04040234130374233,0.18904121083420636,-0.017101438551190187,-0.0680530443470967,-0.07516537234952586,-0.07246276569925969,0.06042940191081018,0.025978574524062242,-0.09206956711357987,0.0018404412938622875,17
18,-0.10459845484890011,0.07755800073024226,-0.3058373391116502,0.201477721686342,-0.16509226975216656,0.2798638149837799,-0.08806621967671914,-0.040594661580098945,0.06227866362497372,-0.040448369193617884,-0.05892616271486196,-0.021157965271170615,-0.06876355127836005,-0.1496717159701401,0.04544584605591828,-0.04508197310566907,-0.003600032798626985,0.01831485776707344,0.05667509668774027,0.04553114741016894,19
19,-0.10526363097430465,0.07777267449838082,-0.3065204035254539,0.20211267575951114,-0.16560545225559378,0.2808453493732035,-0.08846376376773157,-0.04064146320021224,0.06253312074473874,-0.04055709484360529,-0.05934611797238626,-0.021227461304774143,-0.06913501391696232,-0.1504411800969952,0.04578984249285509,-0.04548627224669935,-0.0036041844310161905,0.01842961086468619,0.05712328866044563,0.0459626137085122,19
20,-0.10526363097430465,0.07777267449838082,-0.3065204035254539,0.20211267575951114,-0.16560545225559378,0.2808453493732035,-0.08846376376773157,-0.04064146320021224,0.06253312074473874,-0.04055709484360529,-0.05934611797238626,-0.021227461304774143,-0.06913501391696232,-0.1504411800969952,0.04578984249285509,-0.04548627224669935,-0.0036041844310161905,0.01842961086468619,0.05712328866044563,0.0459626137085122,19
21,-0.10526363097430465,0.07777267449838082,-0.3065204035254539,0.20211267575951114,-0.16560545225559378,0.2808453493732035,-0.08846376376773157,-0.04064146320021224,0.06253312074473874,-0.04055709484360529,-0.05934611797238626,-0.021227461304774143,-0.06913501391696232,-0.1504411800969952,0.04578984249285509,-0.04548627224669935,-0.0036041844310161905,0.01842961086468619,0.05712328866044563,0.0459626137085122,19
22,-0.10526363097430465,0.07777267449838082,-0.3065204035254539,0.20211267575951114,-0.16560545225559378,0.2808453493732035,-0.08846376376773157,-0.04064146320021224,0.06253312074473874,-0.04055709484360529,-0.05934611797238626,-0.021227461304774143,-0.06913501391696232,-0.1504411800969952,0.04578984249285509,-0.04548627224669935,-0.0036041844310161905,0.01842961086468619,0.05712328866044563,0.0459626137085122,19
23,-0.10470859769614183,0.07762366827062782,-0.3059564395215818,0.20156732521542456,-0.16518419541290189,0.28002833674453403,-0.08820715681667693,-0.04055863972638377,0.06234238657291293,-0.04042192550377556,-0.05901675400485643,-0.021138340629843776,-0.06886347139080595,-0.1499267567830304,0.04563253943770757,-0.045306213820085484,-0.003609325824260598,0.01847100260481698,0.05671175890534718,0.045656418231624404,19
24,-0.10526363097430465,0.07777267449838082,-0.3065204035254539,0.20211267575951114,-0.16560545225559378,0.2808453493732035,-0.08846376376773157,-0.04064146320021224,0.06253312074473874,-0.04055709484360529,-0.05934611797238626,-0.021227461304774143,-0.06913501391696232,-0.1504411800969952,0.04578984249285509,-0.04548627224669935,-0.0036041844310161905,0.01842961086468619,0.05712328866044563,0.0459626137085122,19
25,-0.10526363097430465,0.07777267449838082,-0.3065204035254539,0.20211267575951114,-0.16560545225559378,0.2808453493732035,-0.08846376376773157,-0.04064146320021224,0.06253312074473874,-0.04055709484360529,-0.05934611797238626,-0.021227461304774143,-0.06913501391696232,-0.1504411800969952,0.04578984249285509,-0.04548627224669935,-0.0036041844310161905,0.01842961086468619,0.05712328866044563,0.0459626137085122,19
26,-0.10526363097430465,0.07777267449838082,-0.3065204035254539,0.20211267575951114,-0.16560545225559378,0.2808453493732035,-0.08846376376773157,-0.04064146320021224,0.06253312074473874,-0.04055709484360529,-0.05934611797238626,-0.021227461304774143,-0.06913501391696232,-0.1504411800969952,0.04578984249285509,-0.04548627224669935,-0.0036041844310161905,0.01842961086468619,0.05712328866044563,0.0459626137085122,19
27,-0.10526363097430465,0.07777267449838082,-0.3065204035254539,0.20211267575951114,-0.16560545225559378,0.2808453493732035,-0.08846376376773157,-0.04064146320021224,0.06253312074473874,-0.04055709484360529,-0.05934611797238626,-0.021227461304774143,-0.06913501391696232,-0.1504411800969952,0.04578984249285509,-0.04548627224669935,-0.0036041844310161905,0.01842961086468619,0.05712328866044563,0.0459626137085122,19
28,-0.10526363097430465,0.07777267449838082,-0.3065204035254539,0.20211267575951114,-0.16560545225559378,0.2808453493732035,-0.08846376376773157,-0.04064146320021224,0.06253312074473874,-0.04055709484360529,-0.05934611797238626,-0.021227461304774143,-0.06913501391696232,-0.1504411800969952,0.04578984249285509,-0.04548627224669935,-0.0036041844310161905,0.01842961086468619,0.05712328866044563,0.0459626137085122,19
29,-0.10470859769614183,0.07762366827062782,-0.3059564395215818,0.20156732521542456,-0.16518419541290189,0.28002833674453403,-0.08820715681667693,-0.04055863972638377,0.06234238657291293,-0.04042192550377556,-0.05901675400485643,-0.021138340629843776,-0.06886347139080595,-0.1499267567830304,0.04563253943770757,-0.045306213820085484,-0.003609325824260598,0.01847100260481698,0.05671175890534718,0.045656418231624404,19
30,-0.10526363097430465,0.07777267449838082,-0.3065204035254539,0.20211267575951114,-0.16560545225559378,0.2808453493732035,-0.08846376376773157,-0.04064146320021224,0.06253312074473874,-0.04055709484360529,-0.05934611797238626,-0.021227461304774143,-0.06913501391696232,-0.1504411800969952,0.04578984249285509,-0.04548627224669935,-0.0036041844310161905,0.01842961086468619,0.05712328866044563,0.0459626137085122,19
31,-0.10526363097430465,0.07777267449838082,-0.3065204035254539,0.20211267575951114,-0.16560545225559378,0.2808453493732035,-0.08846376376773157,-0.04064146320021224,0.06253312074473874,-0.04055709484360529,-0.05934611797238626,-0.021227461304774143,-0.06913501391696232,-0.1504411800969952,0.04578984249285509,-0.04548627224669935,-0.0036041844310161905,0.01842961086468619,0.05712328866044563,0.0459626137085122,19
32,-0.10526363097430465,0.07777267449838082,-0.3065204035254539,0.20211267575951114,-0.16560545225559378,0.2808453493732035,-0.08846376376773157,-0.04064146320021224,0.06253312074473874,-0.04055709484360529,-0.05934611797238626,-0.021227461304774143,-0.06913501391696232,-0.1504411800969952,0.04578984249285509,-0.04548627224669935,-0.0036041844310161905,0.01842961086468619,0.05712328866044563,0.0459626137085122,19
33,-0.10526363097430465,0.07777267449838082,-0.3065204035254539,0.20211267575951114,-0.16560545225559378,0.2808453493732035,-0.08846376376773157,-0.04064146320021224,0.06253312074473874,-0.04055709484360529,-0.05934611797238626,-0.021227461304774143,-0.06913501391696232,-0.1504411800969952,0.04578984249285509,-0.04548627224669935,-0.0036041844310161905,0.01842961086468619,0.05712328866044563,0.0459626137085122,19
34,-0.10526363097430465,0.07777267449838082,-0.3065204035254539,0.20211267575951114,-0.16560545225559378,0.2808453493732035,-0.08846376376773157,-0.04064146320021224,0.06253312074473874,-0.04055709484360529,-0.05934611797238626,-0.021227461304774143,-0.06913501391696232,-0.1504411800969952,0.04578984249285509,-0.04548627224669935,-0.0036041844310161905,0.01842961086468619,0.05712328866044563,0.0459626137085122,19
35,-0.10470859769614183,0.07762366827062782,-0.3059564395215818,0.20156732521542456,-0.16518419541290189,0.28002833674453403,-0.08820715681667693,-0.04055863972638377,0.06234238657291293,-0.04042192550377556,-0.05901675400485643,-0.021138340629843776,-0.06886347139080595,-0.1499267567830304,0.04563253943770757,-0.045306213820085484,-0.003609325824260598,0.01847100260481698,0.05671175890534718,0.045656418231624404,19
36,-0.023286017435249638,-0.14430163937092225,0.0228824505384312,0.16169212686073797,0.07347682291886677,0.10114422581350793,0.04487220689820546,0.01591299313644883,-0.050954132139840395,-0.06639908196877088,0.09234683853945282,-0.008250596988716457,0.07249068195532968,0.10489685773928142,0.055931898770323514,0.023032574553336366,-0.033835015240186166,-0.004347607959338132,-0.06209584153976313,-0.07057119927806982,44
37,-0.022300374149870385,-0.15422907579087505,-0.009824785091865951,0.1892964533806079,0.06949333734850019,0.14064444402194207,0.033252758554032,-0.002362583961410244,-0.03141639086325006,-0.07356889987418087,0.10503096456649101,-0.018124340272415308,0.05775120441539618,0.12894904893103795,0.07765088954638726,0.03148191012858048,-0.021998975445903835,-0.01219532262573585,-0.058943214479398015,-0.0819029008531789,44
38,0.12721241776588285,-0.028859535426483836,0.07670924742791922,-0.01216212498272207,0.053925997622031215,0.015564947100775318,0.01369292267092854,0.1726628269489874,0.049882198224326345,0.010720533125717654,-0.21944173162538613,0.027253046651912628,-0.04104725729849371,-0.09041653667177366,-0.05225890373742629,0.12008151902338145,0.08968446192622384,0.13869678614753359,0.004056339257416549,-0.04251865811782352,38
39,-0.007700353947767432,-0.17775724337152649,-0.022758882652917995,-0.01395968773138759,-0.08065452061878714,0.0929185151759751,0.04139977345920953,0.10369993376246339,-0.14212201272874905,-0.014955510330435389,-0.059111708229647515,-0.031228230835671982,0.08688504983391784,-0.05306535328036204,-0.10281748035073153,0.04199789325216742,-0.08769197919045164,-0.029240186756588224,-0.06782217368414657,-0.08530015966098789,30
